"Метрология, стандартизация и сертификация 1.1"
Безопасность жизнедеятельности 1.1
Математический анализ 1
Физика 1
Начертательная геометрия и инженерная графика 1.4
Математика 3.1
Информатика 1.1
Экономика 2.1
Начертательная геометрия и инженерная графика 1.3
Физика 1.1
Химия 1.2
Начертательная геометрия и инженерная графика 2.3
Математика 1.1
Начертательная геометрия и инженерная графика 2.1
Электротехника 1.3
Математика 2.1
Начертательная геометрия и инженерная графика 1.1
Физика 2.1
Физика 3.1
Теоретическая механика 1
Теоретическая механика 2
Экономика 1.1
Электроника 1.3
Экономика 2.4
Детали машин и основы проектирования 1
Экономика 2.3
Детали машин и основы проектирования 2
Менеджмент 1.1
Химия 1.6
Физика 1.2
Информатика. Часть 2
Физика 2
Спецкурс 71
Математика 3
Спецкурс 76
Математика 2.3
Физика 3
Математический анализ 2
Начертательная геометрия и инженерная графика 1.2
Математика 3.2
Математика 2.2
Электроника 1.2
Физика 2.2
Линейная алгебра и аналитическая геометрия 1.3
Математический анализ 1.3
Математика 4 (ЭТО)
Химия 1.1
Химия 1.5
Математический анализ 3
Экономическая теория 2.2
Органическая химия. Часть 2
Приборы ориентации и навигации. Часть1
Математика 1.4
Химия 2.6
Физика 3 (ЭТО)
Механика 1.2
Электроника 1.1
Физика 1.3
Математика 2.4
Химия 1.3
Химия 2.1
Схемотехника ЭВМ. Часть 1
Приборы ориентации и навигации. Часть2
Математика 1 (ЭТО)
Физика 1 (ЭТО)
Физика 1.4
Практикум по переводу со 2-го иностранного языка (французский)
Механика 1.5
Современные проблемы инноватики. Часть 2
Математика 1.7
Механика 2.2
Геометрия и алгебра. Часть 1
Химия 1.4
Информатика 1.2
Физика 2.3
Концепции современного естествознания 1.2
Экономическая теория 1.2
Философские и методологические проблемы науки и техники 1.2
Математика 2 (ЭТО)
Начертательная геометрия и инженерная графика 1.5
Физика 3.2
Инженерно-геологическая графика 1.4
Геометрия и алгебра. Часть 2
Механика 1.3
Начертательная геометрия и инженерная графика 2.2
Методы современной математики для инженеров. Часть 1
Химия 2.4
Механика 2.3
Физика 2 (ЭТО)
Физика 3.4
Математика 3 (ЭТО)
Механика 1.4
Математика 2.6
Математика 1.6
Алгебра и геометрия 1.5
Математический анализ 1.5
Современные проблемы инноватики. Часть 1
Немецкий язык для иностранцев: уровень А1
"Испанский язык,уровень А2"
Математика 2.7
Инженерная графика.CAD 2.1
Алгебра и геометрия 2.5
Теоретическая механика 1.1
Начертательная геометрия и инженерная графика 2.5
Теоретические основы электротехники 1.1
Микроэкономика - 2
Инноватика высшего образования. Часть 1
"Управление качеством образовательных программ,включая их аккредитацию. Часть 2"
Математический анализ 2.5
Математика 3.7
Физика 2.4
Математика 1.3
Математика 3.6
Макроэкономика - 2
Электроника 2.1
Инноватика высшего образования. Часть 2
Экономика 1 (ЭТО)
Ценные бумаги и управление портфелем. Часть 1
Теоретические основы электротехники 2.1
Преподаватель высшей школы (часть 1): практическая педагогика
Электротехника 1.4
Второй иностранный язык (французский). А1.2
Ценные бумаги и управление портфелем. Часть 2
Безопасность жизнедеятельности 1.2
Математический анализ 3.5
Физика 3.3
"Управление качеством образовательных программ,включая их аккредитацию. Часть 1"
"Английский язык для академических целей,уровень В2"
"Немецкий язык,уровень А1.2"
Электроника 2.2
Курс по английскому языку (C1): проблемы науки и техники
Экономика 2.5
Теория автоматического управления 1
Трехмерное проектирование 1
Экономика 2.7
Общий курс по немецкому языку (уровень A2)
Второй иностранный язык (французский). А2.2
3D-моделирование реагирующих течений
"Кинетика физико-химических явлений и процессов,методы их изучения. Часть 1"
Экономика 2.6
Теория автоматического управления 2
Теоретическая механика 1.4
Экономика 2.2
Компьютерное моделирование 3ДС Макс
Английский язык 2
Экономика 1.3
Экономика 2 (ЭТО)
Теория механизмов и машин 1.4
Физическая защита ядерных объектов. Часть 1
"Кинетика физико-химических явлений и процессов,методы их изучения. Часть 2"
Физическая защита ядерных объектов. Часть 2
Переработка нефти и газа. Часть 1
Детали машин и основы проектирования 1.4
Сопротивление материалов 1.4
Экспериментальные методы ядерной физики. Часть 1
Переработка нефти и газа. Часть 2
Микроэлектроника 2.1
Гидромашины и компрессоры (Часть 1)
Физика защиты. Часть 1
Химия и технология органических веществ. Часть 1
Физика защиты. Часть 2
Экспериментальные методы ядерной физики. Часть 2
"Методы анализа,контроля и оценки соответствия биологически активных веществ. Часть 1"
Методы и приборы физических измерений. Часть 2
Гидромашины и компрессоры (Часть 2)
Схемотехника ЭВМ. Часть 2
Техника и технология добычи и подготовки нефти и газа (Часть 1)
Техника и технология добычи и подготовки нефти и газа (Часть 2)
Физика защиты. Часть 3
Методы анализа и расчета электронных схем 2.1
Экспериментальные методы ядерной физики. Часть 3
Химия и технология органических веществ. Часть 2
"Методы анализа,контроля и оценки соответствия биологически активных веществ. Часть 2"
